,MAE_kW,MAPE_%,MAPE_9a8p_%,MASE,ME_kW,algo,batch,battery_kW,battery_kWh,end,f_kwarg,filename,index,pv_capacity,scons_%,scons_%_nobatt,ssuff_%,ssuff_%_nobatt,start
53,0.0,0.0,0.0,0.0,0.0,perfect,1.0,170.0,255.0,2019-12-31 23:45:00,{},data/85_1.pickle,85.0,106.25,97.65129842515468,64.43774388867662,51.64250248510347,30.385022716598876,2019-01-15 00:00:00
54,0.0,0.0,0.0,0.0,0.0,perfect,1.0,180.0,270.0,2019-12-31 23:45:00,{},data/90_1.pickle,90.0,112.5,98.233858556783,66.07132527442184,51.726849723571625,31.090882627239008,2019-01-15 00:00:00
55,0.0,0.0,0.0,0.0,0.0,perfect,1.0,190.0,285.0,2019-12-31 23:45:00,{},data/95_1.pickle,95.0,118.75,98.18654162192405,65.97684445184662,51.89394619945168,31.17552327585855,2019-01-15 00:00:00
56,0.0,0.0,0.0,0.0,0.0,perfect,2.0,4.0,6.0,2019-12-31 23:45:00,{},data/2_2.pickle,2.0,2.5,97.86622236377136,66.35212890063606,51.36276788919149,31.182149210867365,2019-01-15 00:00:00
57,0.0,0.0,0.0,0.0,0.0,perfect,2.0,8.0,12.0,2019-12-31 23:45:00,{},data/4_2.pickle,4.0,5.0,96.99227043386506,63.60917063174863,51.19901750489968,29.93261599576928,2019-01-15 00:00:00
58,0.0,0.0,0.0,0.0,0.0,perfect,2.0,12.0,18.0,2019-12-31 23:45:00,{},data/6_2.pickle,6.0,7.5,95.98142711835233,59.30823315711788,51.202970310491764,27.98428129997745,2019-01-15 00:00:00
59,0.0,0.0,0.0,0.0,0.0,perfect,2.0,16.0,24.0,2019-12-31 23:45:00,{},data/8_2.pickle,8.0,10.0,97.16148009048602,65.53574702463469,51.09759055487473,30.879564231961126,2019-01-15 00:00:00
60,0.0,0.0,0.0,0.0,0.0,perfect,2.0,20.0,30.0,2019-12-31 23:45:00,{},data/10_2.pickle,10.0,12.5,98.36901012141645,65.69667327087342,51.84687013976922,30.892066169628706,2019-01-15 00:00:00
61,0.0,0.0,0.0,0.0,0.0,perfect,2.0,24.0,36.0,2019-12-31 23:45:00,{},data/12_2.pickle,12.0,15.0,95.69417809544652,60.459489678610666,50.82716892735696,28.520349372134955,2019-01-15 00:00:00
62,0.0,0.0,0.0,0.0,0.0,perfect,2.0,28.0,42.0,2019-12-31 23:45:00,{},data/14_2.pickle,14.0,17.5,98.89791947764259,69.78868999253662,51.58238722704932,32.79874915325234,2019-01-15 00:00:00
63,0.0,0.0,0.0,0.0,0.0,perfect,2.0,32.0,48.0,2019-12-31 23:45:00,{},data/16_2.pickle,16.0,20.0,99.17427577580504,70.06567064429977,51.71445296560125,32.91220207466977,2019-01-15 00:00:00
64,0.0,0.0,0.0,0.0,0.0,perfect,2.0,36.0,54.0,2019-12-31 23:45:00,{},data/18_2.pickle,18.0,22.5,98.44940991584704,66.61556817426747,51.82342081493033,31.362987968803495,2019-01-15 00:00:00
65,0.0,0.0,0.0,0.0,0.0,perfect,2.0,40.0,60.0,2019-12-31 23:45:00,{},data/20_2.pickle,20.0,25.0,97.76678168836736,64.31927896617398,51.79420363095016,30.363991837848825,2019-01-15 00:00:00
66,0.0,0.0,0.0,0.0,0.0,perfect,2.0,44.0,66.0,2019-12-31 23:45:00,{},data/22_2.pickle,22.0,27.5,97.54882081173122,64.4622234131241,51.72736483626859,30.506667565135697,2019-01-15 00:00:00
67,0.0,0.0,0.0,0.0,0.0,perfect,2.0,48.0,72.0,2019-12-31 23:45:00,{},data/24_2.pickle,24.0,30.0,97.88681591300106,64.63520659730186,51.770727245581575,30.469951656392574,2019-01-15 00:00:00
68,0.0,0.0,0.0,0.0,0.0,perfect,2.0,52.0,78.0,2019-12-31 23:45:00,{},data/26_2.pickle,26.0,32.5,97.83619500368712,64.22696479610659,51.813774763981435,30.290798263962508,2019-01-15 00:00:00
69,0.0,0.0,0.0,0.0,0.0,perfect,2.0,56.0,84.0,2019-12-31 23:45:00,{},data/28_2.pickle,28.0,35.0,98.4291241249746,66.53717157342273,51.889876036391485,31.374179407484828,2019-01-15 00:00:00
70,0.0,0.0,0.0,0.0,0.0,perfect,2.0,60.0,90.0,2019-12-31 23:45:00,{},data/30_2.pickle,30.0,37.5,97.94576159408504,65.80781066956635,51.70791129191822,31.0694258751555,2019-01-15 00:00:00
71,0.0,0.0,0.0,0.0,0.0,perfect,2.0,70.0,105.0,2019-12-31 23:45:00,{},data/35_2.pickle,35.0,43.75,98.40914749390689,65.64521751914623,51.92869986811068,30.898934050761103,2019-01-15 00:00:00
72,0.0,0.0,0.0,0.0,0.0,perfect,2.0,80.0,120.0,2019-12-31 23:45:00,{},data/40_2.pickle,40.0,50.0,97.91860860207565,64.61550846440261,51.62636103788471,30.345271286493826,2019-01-15 00:00:00
